EMS_0004,EMS_1126,EMS_0107,Limit
6.6,16.5,110,9.7
6.6,16.5,120,10
6.6,16.5,130,10.2
6.6,16.5,140,10.5
6.6,16.5,150,10.8
6.6,16.5,160,11
6.6,16.5,170,11.2
6.6,16.5,180,11.5
6.6,16.5,190,11.7
6.6,16.5,200,11.9
6.6,16.5,210,12.1
6.6,16.5,220,12.3
6.6,16.5,230,12.5
6.6,16.5,243,12.6
6.6,17,8,5.7
6.6,17,20,5.7
6.6,17,30,6.4
6.6,17,40,7
6.6,17,50,7.6
6.6,17,60,8.1
6.6,17,70,8.5
6.6,17,80,8.9
6.6,17,90,9.3
6.6,17,100,9.6
6.6,17,110,10
6.6,17,120,10.3
6.6,17,130,10.5
6.6,17,140,10.8
6.6,17,150,11.1
6.6,17,160,11.3
6.6,17,170,11.6
6.6,17,180,11.8
6.6,17,190,12
6.6,17,200,12.2
6.6,17,210,12.5
6.6,17,220,12.7
6.6,17,230,12.8
6.6,17,243,13
6.6,17.5,8,5.9
6.6,17.5,20,5.9
6.6,17.5,30,6.6
6.6,17.5,40,7.2
6.6,17.5,50,7.8
6.6,17.5,60,8.3
6.6,17.5,70,8.7
6.6,17.5,80,9.2
6.6,17.5,90,9.6
6.6,17.5,100,9.9
6.6,17.5,110,10.3
6.6,17.5,120,10.6
6.6,17.5,130,10.9
6.6,17.5,140,11.1
6.6,17.5,150,11.4
6.6,17.5,160,11.7
6.6,17.5,170,11.9
6.6,17.5,180,12.2
6.6,17.5,190,12.4
6.6,17.5,200,12.6
6.6,17.5,210,12.8
6.6,17.5,220,13
6.6,17.5,230,13.2
6.6,17.5,243,13.4
6.6,18,8,6.1
6.6,18,20,6
6.6,18,30,6.8
6.6,18,40,7.4
6.6,18,50,8
6.6,18,60,8.5
6.6,18,70,9
6.6,18,80,9.4
6.6,18,90,9.8
6.6,18,100,10.2
6.6,18,110,10.6
6.6,18,120,10.9
6.6,18,130,11.2
6.6,18,140,11.5
6.6,18,150,11.7
6.6,18,160,12
6.6,18,170,12.3
6.6,18,180,12.5
6.6,18,190,12.8
6.6,18,200,13
6.6,18,210,13.2
6.6,18,220,13.4
6.6,18,230,13.6
6.6,18,243,13.8
6.6,18.5,8,6.4
6.6,18.5,20,6.2
6.6,18.5,30,7
6.6,18.5,40,7.6
6.6,18.5,50,8.2
6.6,18.5,60,8.8
6.6,18.5,70,9.2
6.6,18.5,80,9.7
6.6,18.5,90,10.1
6.6,18.5,100,10.5
6.6,18.5,110,10.8
6.6,18.5,120,11.2
6.6,18.5,130,11.5
6.6,18.5,140,11.8
6.6,18.5,150,12.1
6.6,18.5,160,12.3
6.6,18.5,170,12.6
6.6,18.5,180,12.9
6.6,18.5,190,13.1
6.6,18.5,200,13.3
6.6,18.5,210,13.6
6.6,18.5,220,13.8
6.6,18.5,230,14
6.6,18.5,243,14.2
6.6,19,8,6.6
6.6,19,20,6.4
6.6,19,30,7.1
6.6,19,40,7.8
6.6,19,50,8.4
6.6,19,60,9
6.6,19,70,9.5
6.6,19,80,9.9
6.6,19,90,10.4
6.6,19,100,10.8
6.6,19,110,11.1
6.6,19,120,11.5
6.6,19,130,11.8
6.6,19,140,12.1
6.6,19,150,12.4
6.6,19,160,12.7
6.6,19,170,13
6.6,19,180,13.2
6.6,19,190,13.5
6.6,19,200,13.7
6.6,19,210,13.9
6.6,19,220,14.2
6.6,19,230,14.4
6.6,19,243,14.6
6.6,19.5,8,6.9
6.6,19.5,20,6.5
6.6,19.5,30,7.3
6.6,19.5,40,8
6.6,19.5,50,8.7
6.6,19.5,60,9.2
6.6,19.5,70,9.7
6.6,19.5,80,10.2
6.6,19.5,90,10.6
6.6,19.5,100,11
6.6,19.5,110,11.4
6.6,19.5,120,11.8
6.6,19.5,130,12.1
6.6,19.5,140,12.4
6.6,19.5,150,12.7
6.6,19.5,160,13
6.6,19.5,170,13.3
6.6,19.5,180,13.6
6.6,19.5,190,13.8
6.6,19.5,200,14.1
6.6,19.5,210,14.3
6.6,19.5,220,14.5
6.6,19.5,230,14.8
6.6,19.5,243,14.9
6.6,20,8,7.2
6.6,20,20,6.7
6.6,20,30,7.5
6.6,20,40,8.2
6.6,20,50,8.9
6.6,20,60,9.5
6.6,20,70,10
6.6,20,80,10.5
6.6,20,90,10.9
6.6,20,100,11.3
6.6,20,110,11.7
6.6,20,120,12.1
6.6,20,130,12.4
6.6,20,140,12.8
6.6,20,150,13.1
6.6,20,160,13.4
6.6,20,170,13.6
6.6,20,180,13.9
6.6,20,190,14.2
6.6,20,200,14.4
6.6,20,210,14.7
6.6,20,220,14.9
6.6,20,230,15.1
6.6,20,243,15.3
6.7,0.05,8,0.2
6.7,0.05,20,0.2
6.7,0.05,30,0.2
6.7,0.05,40,0.2
6.7,0.05,50,0.2
6.7,0.05,60,0.2
6.7,0.05,70,0.2
6.7,0.05,80,0.2
6.7,0.05,90,0.2
6.7,0.05,100,0.2
6.7,0.05,110,0.2
6.7,0.05,120,0.2
6.7,0.05,130,0.2
6.7,0.05,140,0.2
6.7,0.05,150,0.2
6.7,0.05,160,0.2
6.7,0.05,170,0.2
6.7,0.05,180,0.2
6.7,0.05,190,0.2
6.7,0.05,200,0.2
6.7,0.05,210,0.2
6.7,0.05,220,0.2
6.7,0.05,230,0.2
6.7,0.05,243,0.2
6.7,2,8,0.7
6.7,2,20,0.8
6.7,2,30,0.9
6.7,2,40,1
6.7,2,50,1.1
6.7,2,60,1.1
6.7,2,70,1.2
6.7,2,80,1.3
6.7,2,90,1.3
6.7,2,100,1.4
6.7,2,110,1.4
6.7,2,120,1.4
6.7,2,130,1.5
6.7,2,140,1.5
6.7,2,150,1.5
6.7,2,160,1.6
6.7,2,170,1.6
6.7,2,180,1.6
6.7,2,190,1.7
6.7,2,200,1.7
6.7,2,210,1.7
6.7,2,220,1.8
6.7,2,230,1.8
6.7,2,243,1.8
6.7,3,8,1.1
6.7,3,20,1.2
6.7,3,30,1.4
6.7,3,40,1.5
6.7,3,50,1.6
6.7,3,60,1.7
6.7,3,70,1.8
6.7,3,80,1.9
6.7,3,90,2
6.7,3,100,2
6.7,3,110,2.1
6.7,3,120,2.2
6.7,3,130,2.2
6.7,3,140,2.3
6.7,3,150,2.3
6.7,3,160,2.4
6.7,3,170,2.4
6.7,3,180,2.5
6.7,3,190,2.5
6.7,3,200,2.6
6.7,3,210,2.6
6.7,3,220,2.6
6.7,3,230,2.7
6.7,3,243,2.7
6.7,4,8,1.5
6.7,4,20,1.6
6.7,4,30,1.8
6.7,4,40,2
6.7,4,50,2.2
6.7,4,60,2.3
6.7,4,70,2.4
6.7,4,80,2.5
6.7,4,90,2.6
6.7,4,100,2.7
6.7,4,110,2.8
6.7,4,120,2.9
6.7,4,130,3
6.7,4,140,3
6.7,4,150,3.1
6.7,4,160,3.2
6.7,4,170,3.2
6.7,4,180,3.3
6.7,4,190,3.4
6.7,4,200,3.4
6.7,4,210,3.5
6.7,4,220,3.5
6.7,4,230,3.6
6.7,4,243,3.6
6.7,5,8,1.9
6.7,5,20,2.1
6.7,5,30,2.3
6.7,5,40,2.5
6.7,5,50,2.7
6.7,5,60,2.9
6.7,5,70,3
6.7,5,80,3.1
6.7,5,90,3.3
6.7,5,100,3.4
6.7,5,110,3.5
6.7,5,120,3.6
6.7,5,130,3.7
6.7,5,140,3.8
6.7,5,150,3.9
6.7,5,160,4
6.7,5,170,4
6.7,5,180,4.1
6.7,5,190,4.2
6.7,5,200,4.3
6.7,5,210,4.3
6.7,5,220,4.4
6.7,5,230,4.5
6.7,5,243,4.5
6.7,6,8,2.2
6.7,6,20,2.5
6.7,6,30,2.8
6.7,6,40,3
6.7,6,50,3.2
6.7,6,60,3.4
6.7,6,70,3.6
6.7,6,80,3.8
6.7,6,90,3.9
6.7,6,100,4.1
6.7,6,110,4.2
6.7,6,120,4.3
6.7,6,130,4.4
6.7,6,140,4.5
6.7,6,150,4.6
6.7,6,160,4.8
6.7,6,170,4.8
6.7,6,180,4.9
6.7,6,190,5
6.7,6,200,5.1
6.7,6,210,5.2
6.7,6,220,5.3
6.7,6,230,5.3
6.7,6,243,5.4
6.7,7,8,2.6
6.7,7,20,2.9
6.7,7,30,3.2
6.7,7,40,3.5
6.7,7,50,3.8
6.7,7,60,4
6.7,7,70,4.2
6.7,7,80,4.4
6.7,7,90,4.6
6.7,7,100,4.7
6.7,7,110,4.9
6.7,7,120,5
6.7,7,130,5.2
6.7,7,140,5.3
6.7,7,150,5.4
6.7,7,160,5.5
6.7,7,170,5.7
6.7,7,180,5.8
6.7,7,190,5.9
6.7,7,200,6
6.7,7,210,6.1
6.7,7,220,6.2
6.7,7,230,6.2
6.7,7,243,6.3
6.7,8,8,3
6.7,8,20,3.3
6.7,8,30,3.7
6.7,8,40,4
6.7,8,50,4.3
6.7,8,60,4.6
6.7,8,70,4.8
6.7,8,80,5
6.7,8,90,5.2
6.7,8,100,5.4
6.7,8,110,5.6
6.7,8,120,5.8
6.7,8,130,5.9
6.7,8,140,6.1
6.7,8,150,6.2
6.7,8,160,6.3
6.7,8,170,6.5
6.7,8,180,6.6
6.7,8,190,6.7
6.7,8,200,6.8
6.7,8,210,6.9
6.7,8,220,7
6.7,8,230,7.1
6.7,8,243,7.2
6.7,9,8,3.4
6.7,9,20,3.7
6.7,9,30,4.1
6.7,9,40,4.5
6.7,9,50,4.9
6.7,9,60,5.2
6.7,9,70,5.4
6.7,9,80,5.7
6.7,9,90,5.9
6.7,9,100,6.1
6.7,9,110,6.3
6.7,9,120,6.5
6.7,9,130,6.7
6.7,9,140,6.8
6.7,9,150,7
6.7,9,160,7.1
6.7,9,170,7.3
6.7,9,180,7.4
6.7,9,190,7.6
6.7,9,200,7.7
6.7,9,210,7.8
6.7,9,220,7.9
6.7,9,230,8
6.7,9,243,8.1
6.7,10,8,3.8
6.7,10,20,4.1
6.7,10,30,4.6
6.7,10,40,5
6.7,10,50,5.4
6.7,10,60,5.7
6.7,10,70,6
6.7,10,80,6.3
6.7,10,90,6.5
6.7,10,100,6.8
6.7,10,110,7
6.7,10,120,7.2
6.7,10,130,7.4
6.7,10,140,7.6
6.7,10,150,7.8
6.7,10,160,7.9
6.7,10,170,8.1
6.7,10,180,8.3
6.7,10,190,8.4
6.7,10,200,8.5
6.7,10,210,8.7
6.7,10,220,8.8
6.7,10,230,8.9
6.7,10,243,9
6.7,10.5,8,4
6.7,10.5,20,4.3
6.7,10.5,30,4.8
6.7,10.5,40,5.3
6.7,10.5,50,5.7
6.7,10.5,60,6
6.7,10.5,70,6.3
6.7,10.5,80,6.6
6.7,10.5,90,6.9
6.7,10.5,100,7.1
6.7,10.5,110,7.4
6.7,10.5,120,7.6
6.7,10.5,130,7.8
6.7,10.5,140,8
6.7,10.5,150,8.2
6.7,10.5,160,8.3
6.7,10.5,170,8.5
6.7,10.5,180,8.7
6.7,10.5,190,8.8
6.7,10.5,200,9
6.7,10.5,210,9.1
6.7,10.5,220,9.3
6.7,10.5,230,9.4
6.7,10.5,243,9.5
6.7,11,8,4.2
6.7,11,20,4.5
6.7,11,30,5.1
6.7,11,40,5.5
6.7,11,50,5.9
6.7,11,60,6.3
6.7,11,70,6.6
6.7,11,80,6.9
6.7,11,90,7.2
6.7,11,100,7.5
6.7,11,110,7.7
6.7,11,120,7.9
6.7,11,130,8.2
6.7,11,140,8.3
6.7,11,150,8.5
6.7,11,160,8.7
6.7,11,170,8.9
6.7,11,180,9.1
6.7,11,190,9.2
6.7,11,200,9.4
6.7,11,210,9.5
6.7,11,220,9.7
6.7,11,230,9.8
6.7,11,243,10
6.7,11.5,8,4.4
6.7,11.5,20,4.7
6.7,11.5,30,5.3
6.7,11.5,40,5.8
6.7,11.5,50,6.2
6.7,11.5,60,6.6
6.7,11.5,70,6.9
6.7,11.5,80,7.2
6.7,11.5,90,7.5
6.7,11.5,100,7.8
6.7,11.5,110,8.1
6.7,11.5,120,8.3
6.7,11.5,130,8.5
6.7,11.5,140,8.7
6.7,11.5,150,8.9
6.7,11.5,160,9.1
6.7,11.5,170,9.3
6.7,11.5,180,9.5
6.7,11.5,190,9.7
6.7,11.5,200,9.8
6.7,11.5,210,10
6.7,11.5,220,10.1
6.7,11.5,230,10.3
6.7,11.5,243,10.4
6.7,12,8,4.7
6.7,12,20,4.9
6.7,12,30,5.5
6.7,12,40,6
6.7,12,50,6.5
6.7,12,60,6.9
6.7,12,70,7.2
6.7,12,80,7.6
6.7,12,90,7.9
6.7,12,100,8.1
6.7,12,110,8.4
6.7,12,120,8.7
6.7,12,130,8.9
6.7,12,140,9.1
6.7,12,150,9.3
6.7,12,160,9.5
6.7,12,170,9.7
6.7,12,180,9.9
6.7,12,190,10.1
6.7,12,200,10.2
6.7,12,210,10.4
6.7,12,220,10.6
6.7,12,230,10.7
6.7,12,243,10.9
6.7,12.5,8,4.9
6.7,12.5,20,5.2
6.7,12.5,30,5.8
6.7,12.5,40,6.3
6.7,12.5,50,6.7
6.7,12.5,60,7.2
6.7,12.5,70,7.5
6.7,12.5,80,7.9
6.7,12.5,90,8.2
6.7,12.5,100,8.5
6.7,12.5,110,8.8
6.7,12.5,120,9
6.7,12.5,130,9.3
6.7,12.5,140,9.5
6.7,12.5,150,9.7
6.7,12.5,160,9.9
6.7,12.5,170,10.1
6.7,12.5,180,10.3
6.7,12.5,190,10.5
6.7,12.5,200,10.7
6.7,12.5,210,10.9
6.7,12.5,220,11
6.7,12.5,230,11.2
6.7,12.5,243,11.3
6.7,13,8,5.1
6.7,13,20,5.4
6.7,13,30,6
6.7,13,40,6.5
6.7,13,50,7
6.7,13,60,7.5
6.7,13,70,7.8
6.7,13,80,8.2
6.7,13,90,8.5
6.7,13,100,8.8
6.7,13,110,9.1
6.7,13,120,9.4
6.7,13,130,9.6
6.7,13,140,9.9
6.7,13,150,10.1
6.7,13,160,10.3
6.7,13,170,10.5
6.7,13,180,10.7
6.7,13,190,10.9
6.7,13,200,11.1
6.7,13,210,11.3
6.7,13,220,11.5
6.7,13,230,11.6
6.7,13,243,11.8
6.7,13.5,8,5.3
6.7,13.5,20,5.6
6.7,13.5,30,6.2
6.7,13.5,40,6.8
6.7,13.5,50,7.3
6.7,13.5,60,7.7
6.7,13.5,70,8.1
6.7,13.5,80,8.5
6.7,13.5,90,8.8
6.7,13.5,100,9.2
6.7,13.5,110,9.5
6.7,13.5,120,9.7
6.7,13.5,130,10
6.7,13.5,140,10.2
6.7,13.5,150,10.5
6.7,13.5,160,10.7
6.7,13.5,170,10.9
6.7,13.5,180,11.2
6.7,13.5,190,11.4
6.7,13.5,200,11.5
6.7,13.5,210,11.7
6.7,13.5,220,11.9
6.7,13.5,230,12.1
6.7,13.5,243,12.2
6.7,14,8,5.5
6.7,14,20,5.8
6.7,14,30,6.4
6.7,14,40,7
6.7,14,50,7.5
6.7,14,60,8
6.7,14,70,8.4
6.7,14,80,8.8
6.7,14,90,9.2
6.7,14,100,9.5
6.7,14,110,9.8
6.7,14,120,10.1
6.7,14,130,10.4
6.7,14,140,10.6
6.7,14,150,10.9
6.7,14,160,11.1
6.7,14,170,11.3
6.7,14,180,11.6
6.7,14,190,11.8
6.7,14,200,12
6.7,14,210,12.2
6.7,14,220,12.4
6.7,14,230,12.5
6.7,14,243,12.7
6.7,14.5,8,5.8
6.7,14.5,20,6
6.7,14.5,30,6.7
6.7,14.5,40,7.3
6.7,14.5,50,7.8
6.7,14.5,60,8.3
6.7,14.5,70,8.7
6.7,14.5,80,9.1
6.7,14.5,90,9.5
6.7,14.5,100,9.8
6.7,14.5,110,10.2
6.7,14.5,120,10.5
6.7,14.5,130,10.7
6.7,14.5,140,11
6.7,14.5,150,11.3
6.7,14.5,160,11.5
6.7,14.5,170,11.8
6.7,14.5,180,12
6.7,14.5,190,12.2
6.7,14.5,200,12.4
6.7,14.5,210,12.6
6.7,14.5,220,12.8
6.7,14.5,230,13
6.7,14.5,243,13.1
6.7,15,8,6
6.7,15,20,6.2
6.7,15,30,6.9
6.7,15,40,7.5
6.7,15,50,8.1
6.7,15,60,8.6
6.7,15,70,9
6.7,15,80,9.4
6.7,15,90,9.8
6.7,15,100,10.2
6.7,15,110,10.5
6.7,15,120,10.8
6.7,15,130,11.1
6.7,15,140,11.4
6.7,15,150,11.7
6.7,15,160,11.9
6.7,15,170,12.2
6.7,15,180,12.4
6.7,15,190,12.6
6.7,15,200,12.8
6.7,15,210,13
6.7,15,220,13.2
6.7,15,230,13.4
6.7,15,243,13.6
6.7,15.5,8,6.3
6.7,15.5,20,6.4
6.7,15.5,30,7.1
6.7,15.5,40,7.8
6.7,15.5,50,8.4
6.7,15.5,60,8.9
6.7,15.5,70,9.3
6.7,15.5,80,9.8
6.7,15.5,90,10.2
6.7,15.5,100,10.5
6.7,15.5,110,10.9
6.7,15.5,120,11.2
6.7,15.5,130,11.5
6.7,15.5,140,11.8
6.7,15.5,150,12.1
6.7,15.5,160,12.3
6.7,15.5,170,12.6
6.7,15.5,180,12.8
6.7,15.5,190,13
6.7,15.5,200,13.3
6.7,15.5,210,13.5
6.7,15.5,220,13.7
6.7,15.5,230,13.9
6.7,15.5,243,14.1
6.7,16,8,6.5
6.7,16,20,6.6
6.7,16,30,7.3
6.7,16,40,8
6.7,16,50,8.6
6.7,16,60,9.2
6.7,16,70,9.6
6.7,16,80,10.1
6.7,16,90,10.5
6.7,16,100,10.9
6.7,16,110,11.2
6.7,16,120,11.5
6.7,16,130,11.9
6.7,16,140,12.2
6.7,16,150,12.4
6.7,16,160,12.7
6.7,16,170,13
6.7,16,180,13.2
6.7,16,190,13.5
6.7,16,200,13.7
6.7,16,210,13.9
6.7,16,220,14.1
6.7,16,230,14.3
6.7,16,243,14.5
6.7,16.5,8,6.8
6.7,16.5,20,6.8
6.7,16.5,30,7.6
6.7,16.5,40,8.3
6.7,16.5,50,8.9
6.7,16.5,60,9.4
6.7,16.5,70,9.9
6.7,16.5,80,10.4
6.7,16.5,90,10.8
6.7,16.5,100,11.2
6.7,16.5,110,11.6
6.7,16.5,120,11.9
6.7,16.5,130,12.2
6.7,16.5,140,12.5
6.7,16.5,150,12.8
6.7,16.5,160,13.1
6.7,16.5,170,13.4
6.7,16.5,180,13.6
6.7,16.5,190,13.9
6.7,16.5,200,14.1
6.7,16.5,210,14.4
6.7,16.5,220,14.6
6.7,16.5,230,14.8
6.7,16.5,243,15
6.7,17,8,7
6.7,17,20,7
6.7,17,30,7.8
6.7,17,40,8.5
6.7,17,50,9.2
6.7,17,60,9.7
6.7,17,70,10.2
6.7,17,80,10.7
6.7,17,90,11.1
6.7,17,100,11.5
6.7,17,110,11.9
6.7,17,120,12.3
6.7,17,130,12.6
6.7,17,140,12.9
6.7,17,150,13.2
6.7,17,160,13.5
6.7,17,170,13.8
6.7,17,180,14.1
6.7,17,190,14.3
6.7,17,200,14.6
6.7,17,210,14.8
6.7,17,220,15
6.7,17,230,15.2
6.7,17,243,15.4
6.7,17.5,8,7.3
6.7,17.5,20,7.2
6.7,17.5,30,8
6.7,17.5,40,8.8
6.7,17.5,50,9.4
6.7,17.5,60,10
6.7,17.5,70,10.5
6.7,17.5,80,11
6.7,17.5,90,11.5
6.7,17.5,100,11.9
6.7,17.5,110,12.3
6.7,17.5,120,12.6
6.7,17.5,130,13
6.7,17.5,140,13.3
6.7,17.5,150,13.6
6.7,17.5,160,13.9
6.7,17.5,170,14.2
6.7,17.5,180,14.5
6.7,17.5,190,14.7
6.7,17.5,200,15
6.7,17.5,210,15.2
6.7,17.5,220,15.5
6.7,17.5,230,15.7
6.7,17.5,243,15.9
6.7,18,8,7.6
6.7,18,20,7.4
6.7,18,30,8.3
6.7,18,40,9
6.7,18,50,9.7
6.7,18,60,10.3
6.7,18,70,10.8
6.7,18,80,11.3
6.7,18,90,11.8
6.7,18,100,12.2
6.7,18,110,12.6
6.7,18,120,13
6.7,18,130,13.4
6.7,18,140,13.7
6.7,18,150,14
6.7,18,160,14.3
6.7,18,170,14.6
6.7,18,180,14.9
6.7,18,190,15.2
6.7,18,200,15.4
6.7,18,210,15.7
6.7,18,220,15.9
6.7,18,230,16.1
6.7,18,243,16.3
6.7,18.5,8,7.9
6.7,18.5,20,7.6
6.7,18.5,30,8.5
6.7,18.5,40,9.3
6.7,18.5,50,10
6.7,18.5,60,10.6
6.7,18.5,70,11.1
6.7,18.5,80,11.6
6.7,18.5,90,12.1
6.7,18.5,100,12.6
6.7,18.5,110,13
6.7,18.5,120,13.4
6.7,18.5,130,13.7
6.7,18.5,140,14.1
6.7,18.5,150,14.4
6.7,18.5,160,14.7
6.7,18.5,170,15
6.7,18.5,180,15.3
6.7,18.5,190,15.6
6.7,18.5,200,15.8
6.7,18.5,210,16.1
6.7,18.5,220,16.4
6.7,18.5,230,16.6
6.7,18.5,243,16.8
6.7,19,8,8.3
6.7,19,20,7.8
6.7,19,30,8.7
6.7,19,40,9.5
6.7,19,50,10.2
6.7,19,60,10.9
6.7,19,70,11.4
6.7,19,80,12
6.7,19,90,12.4
6.7,19,100,12.9
6.7,19,110,13.3
6.7,19,120,13.7
6.7,19,130,14.1
6.7,19,140,14.5
6.7,19,150,14.8
6.7,19,160,15.1
6.7,19,170,15.4
6.7,19,180,15.7
6.7,19,190,16
6.7,19,200,16.3
6.7,19,210,16.5
6.7,19,220,16.8
6.7,19,230,17
6.7,19,243,17.3
6.7,19.5,8,8.6
6.7,19.5,20,8
6.7,19.5,30,8.9
6.7,19.5,40,9.8
6.7,19.5,50,10.5
6.7,19.5,60,11.1
6.7,19.5,70,11.7
6.7,19.5,80,12.3
6.7,19.5,90,12.8
6.7,19.5,100,13.2
6.7,19.5,110,13.7
6.7,19.5,120,14.1
6.7,19.5,130,14.5
6.7,19.5,140,14.8
6.7,19.5,150,15.2
6.7,19.5,160,15.5
6.7,19.5,170,15.8
6.7,19.5,180,16.1
6.7,19.5,190,16.4
6.7,19.5,200,16.7
6.7,19.5,210,17
6.7,19.5,220,17.2
6.7,19.5,230,17.5
6.7,19.5,243,17.7
6.7,20,8,9
6.7,20,20,8.2
6.7,20,30,9.2
6.7,20,40,10
6.7,20,50,10.8
6.7,20,60,11.4
6.7,20,70,12
6.7,20,80,12.6
6.7,20,90,13.1
6.7,20,100,13.6
6.7,20,110,14
6.7,20,120,14.4
6.7,20,130,14.8
6.7,20,140,15.2
6.7,20,150,15.6
6.7,20,160,15.9
6.7,20,170,16.2
6.7,20,180,16.6
6.7,20,190,16.9
6.7,20,200,17.1
6.7,20,210,17.4
6.7,20,220,17.7
6.7,20,230,17.9
6.7,20,243,18.2
6.8,0.05,8,0.2
6.8,0.05,20,0.2
6.8,0.05,30,0.2
6.8,0.05,40,0.2
6.8,0.05,50,0.2
6.8,0.05,60,0.2
6.8,0.05,70,0.2
6.8,0.05,80,0.2
6.8,0.05,90,0.2
6.8,0.05,100,0.2
6.8,0.05,110,0.2
6.8,0.05,120,0.2
6.8,0.05,130,0.2
6.8,0.05,140,0.2
6.8,0.05,150,0.2
6.8,0.05,160,0.2
6.8,0.05,170,0.2
6.8,0.05,180,0.2
6.8,0.05,190,0.2
6.8,0.05,200,0.2
6.8,0.05,210,0.2
6.8,0.05,220,0.2
6.8,0.05,230,0.2
6.8,0.05,243,0.2
6.8,2,8,0.9
6.8,2,20,1
6.8,2,30,1.1
6.8,2,40,1.2
6.8,2,50,1.3
6.8,2,60,1.4
6.8,2,70,1.4
6.8,2,80,1.5
6.8,2,90,1.6
6.8,2,100,1.6
6.8,2,110,1.7
6.8,2,120,1.7
6.8,2,130,1.7
6.8,2,140,1.8
6.8,2,150,1.8
6.8,2,160,1.9
6.8,2,170,1.9
6.8,2,180,1.9
6.8,2,190,2
6.8,2,200,2
6.8,2,210,2
6.8,2,220,2.1
6.8,2,230,2.1
6.8,2,243,2.1
6.8,3,8,1.3
6.8,3,20,1.5
6.8,3,30,1.7
6.8,3,40,1.8
6.8,3,50,1.9
6.8,3,60,2
6.8,3,70,2.1
6.8,3,80,2.2
6.8,3,90,2.3
6.8,3,100,2.4
6.8,3,110,2.5
6.8,3,120,2.6
6.8,3,130,2.6
6.8,3,140,2.7
6.8,3,150,2.7
6.8,3,160,2.8
6.8,3,170,2.9
6.8,3,180,2.9
6.8,3,190,3
6.8,3,200,3
6.8,3,210,3.1
6.8,3,220,3.1
6.8,3,230,3.1
6.8,3,243,3.2
6.8,4,8,1.8
6.8,4,20,2
6.8,4,30,2.2
6.8,4,40,2.4
6.8,4,50,2.6
6.8,4,60,2.7
6.8,4,70,2.9
6.8,4,80,3
6.8,4,90,3.1
6.8,4,100,3.2
6.8,4,110,3.3
6.8,4,120,3.4
6.8,4,130,3.5
6.8,4,140,3.6
6.8,4,150,3.7
6.8,4,160,3.7
6.8,4,170,3.8
6.8,4,180,3.9
6.8,4,190,3.9
6.8,4,200,4
6.8,4,210,4.1
6.8,4,220,4.1
6.8,4,230,4.2
6.8,4,243,4.2
6.8,5,8,2.3
6.8,5,20,2.5
6.8,5,30,2.8
6.8,5,40,3
6.8,5,50,3.2
6.8,5,60,3.4
6.8,5,70,3.6
6.8,5,80,3.7
6.8,5,90,3.9
6.8,5,100,4
6.8,5,110,4.1
6.8,5,120,4.3
6.8,5,130,4.4
6.8,5,140,4.5
6.8,5,150,4.6
6.8,5,160,4.7
6.8,5,170,4.8
6.8,5,180,4.8
6.8,5,190,4.9
6.8,5,200,5
6.8,5,210,5.1
6.8,5,220,5.2
6.8,5,230,5.2
6.8,5,243,5.3
6.8,6,8,2.7
6.8,6,20,3
6.8,6,30,3.3
6.8,6,40,3.6
6.8,6,50,3.9
6.8,6,60,4.1
6.8,6,70,4.3
6.8,6,80,4.5
6.8,6,90,4.7
6.8,6,100,4.8
6.8,6,110,5
6.8,6,120,5.1
6.8,6,130,5.2
6.8,6,140,5.4
6.8,6,150,5.5
6.8,6,160,5.6
6.8,6,170,5.7
6.8,6,180,5.8
6.8,6,190,5.9
6.8,6,200,6
6.8,6,210,6.1
6.8,6,220,6.2
6.8,6,230,6.3
6.8,6,243,6.4
6.8,7,8,3.2
6.8,7,20,3.5
6.8,7,30,3.9
6.8,7,40,4.2
6.8,7,50,4.5
6.8,7,60,4.8
6.8,7,70,5
6.8,7,80,5.2
6.8,7,90,5.4
6.8,7,100,5.6
6.8,7,110,5.8
6.8,7,120,6
6.8,7,130,6.1
6.8,7,140,6.3
6.8,7,150,6.4
6.8,7,160,6.5
6.8,7,170,6.7
6.8,7,180,6.8
6.8,7,190,6.9
6.8,7,200,7
6.8,7,210,7.1
6.8,7,220,7.3
6.8,7,230,7.4
6.8,7,243,7.4
6.8,8,8,3.7
6.8,8,20,4
6.8,8,30,4.4
6.8,8,40,4.8
6.8,8,50,5.2
6.8,8,60,5.5
6.8,8,70,5.7
6.8,8,80,6
6.8,8,90,6.2
6.8,8,100,6.4
6.8,8,110,6.6
6.8,8,120,6.8
6.8,8,130,7
6.8,8,140,7.2
6.8,8,150,7.3
6.8,8,160,7.5
6.8,8,170,7.6
6.8,8,180,7.8
6.8,8,190,7.9
6.8,8,200,8
6.8,8,210,8.2
6.8,8,220,8.3
6.8,8,230,8.4
6.8,8,243,8.5
6.8,9,8,4.2
6.8,9,20,4.5
6.8,9,30,5
6.8,9,40,5.4
6.8,9,50,5.8
6.8,9,60,6.2
6.8,9,70,6.5
6.8,9,80,6.7
6.8,9,90,7
6.8,9,100,7.2
6.8,9,110,7.5
6.8,9,120,7.7
6.8,9,130,7.9
6.8,9,140,8.1
6.8,9,150,8.2
6.8,9,160,8.4
6.8,9,170,8.6
6.8,9,180,8.7
6.8,9,190,8.9
6.8,9,200,9
6.8,9,210,9.2
6.8,9,220,9.3
6.8,9,230,9.5
6.8,9,243,9.6
6.8,10,8,4.7
6.8,10,20,5
6.8,10,30,5.6
6.8,10,40,6
